Block Id,Census Year,Clue Small Area,Commercial Accommodation,Common Area,Community Use,Educational Research,Entertainment Recreation Indoor,Equipment Installation,Hospital Clinic,House Townhouse,Institutional Accommodation,Manufacturing,Office,Park Reserve,Parking Commercial Covered,Parking Commercial Uncovered,Parking Private Covered,Parking Private Uncovered,Performances Conferences Ceremonies,Private Outdoor Space,Public Display Area,Residential Apartment,Retail Cars,Retail Shop,Retail Showroom,Retail Stall,Sports And Recreation Outdoor,Square Promenade,Storage,Student Accommodation,Total Jobs In Block,Transport,Transport Storage Uncovered,Unoccupied Under Construction,Unoccupied Under Demolition Condemned,Unoccupied Under Renovation,Unoccupied Undeveloped Site,Unoccupied Unused,Wholesale,Workshop Studio
251,2013,Carlton,0,0,0,0,,0,,0,0,0,671,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0,0,,0,0
253,2013,Carlton,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
255,2013,Carlton,,0,0,,81,0,,0,0,0,416,0,0,0,0,0,,0,0,0,0,55,0,0,0,0,,,726,0,0,0,0,0,0,0,0,
257,2013,Carlton,,0,,231,12,,0,0,0,,628,0,0,0,0,,0,0,0,0,0,12,0,0,0,0,0,5,895,0,0,0,0,0,,,0,0
261,2013,Carlton,0,0,0,,0,0,0,0,0,0,166,0,0,0,,0,,0,0,0,0,95,0,0,0,0,,0,333,0,0,0,0,0,0,,,
265,2013,Carlton,,0,0,,66,0,0,0,0,0,479,0,,0,0,,,0,0,0,0,35,0,0,0,0,,,1006,0,0,0,0,0,0,0,0,0
267,2013,Carlton,,0,,0,40,,12,0,0,0,247,0,0,0,0,0,7,0,0,0,0,,0,0,0,0,,,349,0,0,0,0,0,0,0,0,
270,2013,Parkville,0,,0,,114,,0,0,0,0,211,0,0,0,,0,0,,,,0,183,0,,,0,,0,3815,0,0,0,0,0,0,,0,
274,2013,Carlton,0,0,0,0,,0,0,0,0,0,162,,0,0,0,0,0,0,0,0,0,,0,0,114,0,0,0,300,0,0,0,0,,0,0,0,0
302,2013,North Melbourne,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
308,2013,North Melbourne,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,8,0,0,0,0,0,0,0,0,0
309,2013,North Melbourne,0,0,0,,,,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,102,0,0,0,0,0,0,,,7
310,2013,North Melbourne,0,,0,0,0,0,0,0,0,,49,0,0,0,0,0,,,0,0,0,0,,0,0,0,,0,68,0,0,0,0,,0,,,
311,2013,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,44,0,0,0,0,0,0,0,0,0
312,2013,North Melbourne,0,,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,85,0,0,0,0,0,0,0,,0
315,2013,North Melbourne,0,,0,0,124,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,25,0,0,0,230,0,0,0,0,0,0,0,0,0
317,2013,North Melbourne,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,44,,0,0,0,0,0,,0,17
318,2013,North Melbourne,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
319,2013,North Melbourne,0,,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,113,0,0,0,0,0,0,0,0,0
321,2013,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
322,2013,North Melbourne,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,54,0,0,0,0,0,0,,0,
323,2013,North Melbourne,0,,0,0,0,0,0,0,0,0,63,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,171,0,0,0,0,0,0,,,8
324,2013,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,2013,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,2013,North Melbourne,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,2013,North Melbourne,0,0,0,0,,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,178,0,0,0,0,0,0,0,,14
335,2013,North Melbourne,0,0,0,0,,0,0,0,0,,109,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,163,0,0,,0,0,,0,,
337,2013,North Melbourne,0,0,0,0,0,,0,,0,0,81,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,139,0,0,0,0,0,0,0,31,
338,2013,North Melbourne,0,0,0,0,0,0,0,0,0,91,10,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,127,0,0,0,0,0,0,,0,
342,2013,North Melbourne,0,0,0,0,0,0,0,0,0,0,59,0,0,0,,0,0,0,0,,,0,,0,0,0,,0,91,0,0,0,0,0,,,0,27
343,2013,North Melbourne,0,0,0,,0,0,0,0,0,0,77,0,0,0,0,0,,0,0,,0,,,0,0,0,,0,122,0,0,,0,,0,,,13
350,2013,North Melbourne,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2013,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
355,2013,North Melbourne,,0,0,0,,0,,0,0,0,229,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,265,0,0,,0,0,,0,0,
358,2013,North Melbourne,5,0,0,0,,0,0,0,0,,208,0,0,0,,0,,0,0,0,0,16,0,0,0,0,,,247,0,0,0,0,,0,,0,
361,2013,North Melbourne,,0,0,0,31,0,0,,0,0,104,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,,154,0,0,,0,0,0,0,0,0
362,2013,North Melbourne,0,0,0,,20,0,33,,0,0,30,0,0,0,0,,0,0,0,,,40,0,0,0,0,0,,194,0,0,0,0,,,,0,
365,2013,North Melbourne,0,0,0,0,0,0,0,0,0,0,66,,0,0,0,,0,0,0,,0,0,,0,0,0,,0,76,0,0,0,0,0,0,,0,
368,2013,North Melbourne,,0,0,0,,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,46,0,0,,0,0,0,,0,19
369,2013,North Melbourne,0,0,0,0,20,0,,0,0,0,41,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,88,0,0,0,,0,0,0,0,0
372,2013,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2013,North Melbourne,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
377,2013,North Melbourne,0,0,0,,28,0,202,0,0,0,282,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,541,0,0,0,0,0,0,0,,
402,2013,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,0,0,0,0,0,0,2,0,90,0,0,0,0,0,0,0,,0
404,2013,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,,,0
405,2013,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
406,2013,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
408,2013,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
410,2013,West Melbourne (Residential),0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,0,0
412,2013,West Melbourne (Residential),0,,0,,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,,0,
415,2013,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,,
416,2013,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,
420,2013,West Melbourne (Residential),,0,0,0,0,0,,0,0,0,43,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,86,0,0,0,0,0,0,0,0,
421,2013,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
423,2013,West Melbourne (Residential),,0,0,0,33,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,12,0,0,0,0,0,0,52,0,0,0,0,0,0,,,0
429,2013,West Melbourne (Residential),0,0,0,,0,0,0,0,0,,65,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,86,0,0,0,0,0,0,0,0,
433,2013,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
436,2013,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,2013,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,33,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,0,0,0,0,,0,,0,0
440,2013,West Melbourne (Residential),0,0,0,0,,0,0,,0,0,343,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,397,0,0,0,0,0,0,0,,33
441,2013,West Melbourne (Residential),,0,0,0,,,0,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,,0,308,0,0,0,0,0,0,,0,
502,2013,West Melbourne (Industrial),0,0,0,0,0,,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,13,,0,0,0,29,0,421,,98,0,0,0,0,0,183,
505,2013,Kensington,0,0,0,0,0,0,0,,0,0,59,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,113,0,0,0,0,0,0,,,30
506,2013,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,0,0
509,2013,Kensington,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,0,0,0,0,0,0,0,,0,109,0,0,0,0,0,0,0,0,56
511,2013,Kensington,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,0,0,0,0,0,,0,0,0
514,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,2013,Kensington,0,,0,,,0,14,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
526,2013,Kensington,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
527,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0
534,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
535,2013,Kensington,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
537,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
539,2013,Kensington,0,0,0,0,0,0,0,0,0,,130,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,216,0,,0,0,0,,,0,
540,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
542,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2013,Kensington,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,2013,Kensington,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
562,2013,Kensington,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
566,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,2013,Kensington,0,,,0,21,0,,0,0,0,71,0,0,0,0,0,0,0,,0,0,239,0,0,0,0,0,0,423,,0,0,0,0,0,0,0,0
601,2013,East Melbourne,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,89,0,0,,0,,0,0,0,0
603,2013,East Melbourne,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,9,0,0,0,0,0,0,,0,0
604,2013,East Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,2,0,0,0,0,0,0,,0,0
607,2013,East Melbourne,,0,0,0,32,,141,0,0,0,859,0,0,0,0,,0,0,0,0,0,32,0,0,0,0,0,0,1076,0,0,0,0,,,,0,0
608,2013,East Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
611,2013,East Melbourne,0,,,,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,26,0,0,0,0,0,0,0,0,0
612,2013,East Melbourne,,0,0,0,,0,,0,0,0,28,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,65,0,0,0,0,0,0,0,0,0
613,2013,East Melbourne,0,0,0,0,,0,53,0,0,0,70,0,0,0,0,0,0,0,,0,0,32,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0
614,2013,East Melbourne,,0,0,0,,,820,0,0,0,,0,,0,,0,,0,0,,0,,0,0,0,0,0,0,872,0,0,0,0,0,0,0,0,0
615,2013,East Melbourne,0,0,0,0,,0,802,0,,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0
618,2013,East Melbourne,,0,0,0,24,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,633,0,0,0,,,0,0,0,0
658,2013,East Melbourne,0,,0,0,2797,,0,0,0,0,,,0,0,,0,0,,,0,0,,0,0,,0,0,0,3822,0,0,0,0,,0,,0,0
659,2013,Melbourne (Remainder),0,0,0,0,2333,0,0,0,0,0,2406,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,5112,0,0,0,0,0,0,0,0,0
662,2013,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,,0,0,0
720,2013,Melbourne (Remainder),0,0,0,0,14,,,0,0,0,1526,,,0,0,0,0,0,0,,0,30,0,0,0,0,0,0,1577,0,0,0,0,0,0,0,0,0
724,2013,Melbourne (Remainder),0,0,0,0,107,,10,0,0,0,1783,0,,0,0,0,0,0,0,,0,39,0,0,0,0,0,0,1939,0,0,0,0,0,0,0,0,0
732,2013,Southbank,,0,0,0,,,0,0,0,0,31,0,0,,0,,0,0,0,0,0,,0,0,0,0,,0,77,0,0,,0,,0,,0,0
734,2013,Southbank,0,0,,0,0,,,0,0,0,154,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,
735,2013,Southbank,0,,0,,0,,0,0,0,0,64,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
736,2013,Southbank,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,,,,0
738,2013,Southbank,0,0,0,0,0,,0,0,0,0,,0,,0,0,0,,,0,,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0
744,2013,Southbank,0,0,0,0,,,0,0,0,0,200,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0
745,2013,Southbank,0,,0,,0,0,0,0,0,0,65,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,
747,2013,Southbank,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,
752,2013,Southbank,0,0,0,0,306,,0,0,0,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,2067,0,0,0,0,0,0,0,0,0
753,2013,Southbank,,0,0,0,628,0,,0,0,0,5104,0,,0,0,0,86,0,0,,0,315,0,16,0,,,0,6564,0,0,0,0,0,0,0,0,0
771,2013,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
775,2013,Port Melbourne,0,0,0,0,,0,0,0,0,,521,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,554,0,0,0,0,,0,0,,
779,2013,Port Melbourne,0,0,0,0,0,,0,0,0,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1186,0,0,0,0,0,,0,0,
781,2013,Port Melbourne,0,0,0,,,0,0,0,0,339,1456,0,0,0,,0,0,0,0,0,0,0,8,0,0,0,109,0,1943,0,0,0,0,0,0,0,0,17
784,2013,Port Melbourne,0,0,0,0,,0,0,0,0,0,728,0,0,0,0,,0,,0,0,0,0,,0,0,0,5,0,760,0,0,0,0,0,0,0,,
787,2013,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,62,0,0,,0,0,0,0,0,0
794,2013,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
802,2013,Southbank,0,0,0,,258,0,,0,0,0,6038,0,0,0,0,0,0,0,0,,,79,,0,0,,,0,6473,0,0,,0,,0,0,0,
806,2013,Southbank,,0,0,,313,0,0,0,0,0,,0,,0,0,0,,,0,0,0,87,,0,0,0,,0,840,0,0,0,0,,0,0,0,0
810,2013,Southbank,,0,0,0,0,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,32,0,0,,0,0,0,0,0,
815,2013,Southbank,0,,0,0,,0,0,0,0,0,33,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,60,0,0,,0,0,0,,0,
849,2013,South Yarra,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
854,2013,South Yarra,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,2013,South Yarra,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
860,2013,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
861,2013,South Yarra,,0,0,,129,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,25,0,0,0,0,0,0,205,0,0,,0,,0,,0,
864,2013,South Yarra,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
871,2013,Melbourne (Remainder),0,,0,,0,0,0,0,0,0,88,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,811,0,0,0,0,0,0,0,0,0
907,2013,Parkville,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,2013,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
912,2013,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,2013,Parkville,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,18,0,0,0,0,0,0,0,0,0
915,2013,Parkville,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,0,0,0,0,,0,0,0,0
918,2013,Parkville,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,2013,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,2013,West Melbourne (Industrial),0,,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32,0,732,0,681,0,0,0,0,0,0,0
1004,2013,West Melbourne (Industrial),0,,0,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,341,0,295,0,0,0,0,0,0,
1007,2013,West Melbourne (Industrial),0,,0,0,0,,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,910,,829,0,0,0,0,0,0,0
1009,2013,West Melbourne (Industrial),0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,790,,,0,0,0,0,,0,569
1014,2013,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,93,0,0,0,0,0,,0,24,0
1101,2013,Docklands,,0,0,0,151,0,0,0,0,0,1738,,,0,,,0,0,0,,0,906,,32,0,0,,0,3166,42,0,0,0,0,0,0,0,
1102,2013,Docklands,,0,0,0,13,,0,0,0,0,1377,0,0,,,,0,0,0,0,0,8,0,0,0,0,,0,1403,0,0,,0,0,,0,0,0
1105,2013,Docklands,,0,,0,105,0,,0,0,0,7976,0,3,0,0,,0,0,0,,0,,,0,0,0,,0,8181,0,0,0,0,,,0,0,0
1107,2013,Docklands,0,,,,0,,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
1108,2013,Docklands,0,0,,106,377,0,19,0,0,0,11493,3,,,0,,,0,0,0,0,224,0,0,0,0,30,0,12332,0,0,0,0,,0,0,0,
1111,2013,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,,0,0,0
1112,2013,Docklands,,,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,0,14,0,0,0,0,0,0,26,0,0,0,,0,0,,0,0
2388,2013,North Melbourne,0,,,0,,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
2392,2013,North Melbourne,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,30,0,0,0,0,0,0,40,0,0,0,0,0,0,,0,0
2501,2013,Kensington,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,2013,Kensington,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
2503,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,2013,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,2013,Kensington,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
